wave_type,mean,max,min,sign,disorder
Delta,-30.214977021092025,-25.977036156303047,-33.16629650379814,negative,neutral
Delta,33.18366128766364,42.7641457207244,13.597143692477896,positive,stress
Delta,26.230803724280534,38.4786214353931,21.5935600566417,positive,stress
Gamma,24.18322446999042,32.52721824272084,23.05476251623429,positive,depression
Alpha,-17.831681694316146,-14.670005970046944,-24.96238875695704,negative,depression
Beta,-11.955098787282616,-5.766238274888918,-23.173923135057553,negative,neutral
Alpha,-24.54766451580611,-6.9939518855401985,-40.749823871992746,negative,stress
Theta,40.63082529152264,56.89987977517995,39.7636620302952,positive,depression
Alpha,25.858748698211684,31.42043051338892,9.351926879330552,positive,stress
Delta,46.43575147923438,62.70283631915275,44.77239076536437,positive,stress
Delta,-17.607974063422837,-8.885412461693333,-26.79464823810155,negative,anxiety
Alpha,35.12136728728939,48.37527733623804,17.70401243349444,positive,anxiety
Beta,-20.784804290725166,-20.5985636105173,-20.84135002066803,negative,stress
Delta,35.444441720475055,53.0261780694381,21.675285490273275,positive,insomnia
Beta,-6.562523021809305,-3.4687341384826893,-12.331685550872734,negative,neutral
Alpha,25.256029602819638,36.303796101173646,23.910141040467483,positive,stress
Delta,24.142482114601606,41.63986780085536,21.566046120083232,positive,neutral
Gamma,1.7542035939370209,12.76536263515238,-2.804425774520407,positive,insomnia
Theta,-16.60387313680158,0.29923599563597136,-23.112075594539466,negative,anxiety
Beta,-9.729147951599884,-8.496240165716936,-10.70903724987369,negative,neutral
Theta,40.905765847364975,56.99300972016516,26.23244689510043,positive,anxiety
Beta,4.701598941406196,23.21057269104828,2.0292863186014585,positive,insomnia
Delta,-15.182199965583933,-14.487487289345387,-28.86338658242249,negative,neutral
Theta,-48.68407026617593,-30.43329479794879,-49.47051910236054,negative,depression
Theta,-42.48152105988527,-37.26702726330447,-47.18615409957716,negative,neutral
Delta,28.964833379139733,35.73829456798903,12.705923251563668,positive,depression
Beta,43.47014725453539,45.48403934437507,32.536141852937384,positive,neutral
Beta,36.83419121282087,48.769344508652,35.7879920101778,positive,anxiety
Gamma,37.80564971925577,54.28500960090323,30.508600737974042,positive,anxiety
Gamma,24.194140836064335,24.58955409288639,5.3984692899717395,positive,neutral
Theta,17.763602595077558,29.662851767069494,6.408967190626361,positive,insomnia
Beta,-2.268070329086868,9.121708040029077,-13.2710391434337,negative,anxiety
Theta,23.595759030895508,26.32221001475083,22.513620055482814,positive,insomnia
Theta,-11.624888288482452,-0.8731022566749811,-29.798196583286767,negative,insomnia
Theta,-48.481107998465674,-39.06641693648768,-54.99472952748169,negative,depression
Alpha,-28.161312857380217,-25.149159805287503,-42.391635172637635,negative,anxiety
Delta,-22.422358856667934,-20.70052627185473,-32.71040625756258,negative,stress
Theta,-23.704346750564355,-6.492304834131826,-37.67958861557015,negative,insomnia
Gamma,32.61439405731322,47.538897373468764,30.755811428536212,positive,insomnia
Theta,2.685909687694931,9.436689037656373,-16.03203226594415,positive,depression
Gamma,-20.73803016171486,-8.816450885092822,-29.401923783881173,negative,anxiety
Theta,-15.170462586326813,-1.846551940467542,-25.264834506243925,negative,stress
Beta,-42.94659019322267,-37.57129319137343,-51.511146792518545,negative,neutral
Delta,29.68915150264064,35.75454433657248,15.139533911895164,positive,stress
Delta,-1.501512206792988,13.808306560704459,-14.924432364880934,negative,insomnia
Beta,30.828879512460148,45.93380406867312,25.051547172802145,positive,stress
Alpha,31.144094565092487,38.09323131842054,13.479946893377104,positive,insomnia
Gamma,32.391600686580304,34.60475247544102,17.627917280969747,positive,neutral
Theta,31.674048571770086,44.954838846995564,26.040924887218583,positive,stress
Beta,-10.536842755225898,-10.05992900168763,-11.889484247840993,negative,insomnia
Alpha,4.963443572021767,15.783259115430015,-6.925755639872261,positive,stress
Delta,27.888268409320503,30.932346161074925,14.800455180806674,positive,stress
Beta,37.870053964888555,41.85233063645429,17.99236164741633,positive,insomnia
Beta,18.78069511190681,26.977781357298795,14.415930630317552,positive,insomnia
Theta,-2.974430722610464,9.13519048661682,-10.606083194239043,negative,stress
Theta,23.27962342871504,39.35260151067333,13.190896691491035,positive,depression
Gamma,24.83410143193045,26.027335228967644,23.916357984980845,positive,neutral
Alpha,36.644285160903294,53.81066231391131,31.6332022848163,positive,neutral
Theta,-16.833133535449896,-15.079680719729843,-22.87067826403051,negative,insomnia
Delta,-32.416569216201495,-27.252237274325175,-50.52125028238044,negative,anxiety
Theta,43.54146282414642,49.823612344496844,33.953887771003984,positive,depression
Alpha,37.980902561490865,41.65052522523076,28.75396852630395,positive,insomnia
Beta,-8.385496037461081,6.903676307740051,-14.025332934870681,negative,anxiety
Alpha,20.0907422022118,29.99452784253033,17.523903984355517,positive,depression
Alpha,-30.9957758923466,-12.00006226007692,-46.52538160494396,negative,insomnia
Gamma,40.990607945093956,44.69979294836051,39.68762458572232,positive,insomnia
Theta,42.69388515908017,61.043829457588814,29.779841686075773,positive,neutral
Delta,2.707714723809282,12.133652893580438,2.091573572921119,positive,depression
Delta,-24.06675983358233,-19.154122572337606,-37.25681085564114,negative,insomnia
Theta,-47.79067692254323,-37.529243854106596,-48.211677056032656,negative,stress
Beta,13.029835114498397,25.00924504366373,7.893538210411604,positive,neutral
Beta,7.45660268872512,15.198153647598788,-11.454748274431392,positive,stress
Alpha,-44.88426229981977,-30.97042375940609,-64.7591184353879,negative,neutral
Gamma,-9.201954873973996,3.945114826831169,-20.606619890987353,negative,insomnia
Theta,-13.934836558914434,-2.45056500335118,-30.124162447584055,negative,insomnia
Theta,12.19098481114792,22.20879626474479,-4.239428549504019,positive,insomnia
Alpha,27.331727691142987,41.85134526370168,12.698204129905562,positive,anxiety
Beta,-13.023366791204658,3.8824614793481764,-23.974710565609552,negative,insomnia
Alpha,24.136992429272695,33.301168116686334,20.265938555713557,positive,depression
Gamma,-2.002440615204179,8.487082507436563,-20.55640597758359,negative,insomnia
Alpha,13.870388127102153,22.040206580826272,1.9941779493812408,positive,neutral
Alpha,49.83721939353761,64.17638684703603,37.33168678495818,positive,insomnia
Delta,34.576505106441275,34.7831058264161,26.51019684437293,positive,neutral
Theta,-10.598697432330098,-4.798564937926846,-15.94915053161993,negative,stress
Gamma,-0.364288899304988,17.52010775086153,-4.222605670750499,negative,neutral
Alpha,-48.09820052010807,-38.99324230729864,-53.828041338539876,negative,insomnia
Beta,-33.423909907726525,-19.321860348457278,-44.842292464246995,negative,insomnia
Alpha,-39.302104800487,-31.364146089472783,-57.462722990184915,negative,insomnia
Gamma,2.142544522276026,12.66875532786819,-3.1321549617969513,positive,insomnia
Gamma,-32.18234287491633,-18.488845261837888,-47.93968715048599,negative,neutral
Alpha,-29.338034732616535,-29.311042549911615,-42.76089468515984,negative,anxiety
Alpha,-6.885427408146263,-6.33636761962987,-17.51442231899309,negative,anxiety
Alpha,45.69171809276608,46.01768437467965,25.88535827993919,positive,insomnia
Beta,-12.737934742671932,-0.8512865598036221,-13.068600433283258,negative,depression
Delta,42.93604899669266,43.85168380866409,42.649034664565185,positive,anxiety
Theta,-5.350273397415059,-1.0419713489442959,-14.775714003011753,negative,anxiety
Gamma,-28.71136904107202,-24.61108743256505,-48.45017806410529,negative,stress
Alpha,-21.911030056310167,-19.71547429096933,-30.586141277494587,negative,neutral
Beta,-16.045695710241958,-3.164099913160216,-23.829342122789477,negative,insomnia
Delta,-21.66218556229427,-16.27537156290851,-40.26331678643733,negative,anxiety
Theta,-35.53699320227535,-27.903003841651895,-51.41842504959707,negative,depression
Alpha,32.50970986043565,39.53272326881696,27.78772468990211,positive,depression
Theta,-35.93866931672318,-19.839970803219423,-36.38278986771679,negative,depression
Beta,-16.047936609097334,3.8529635100567567,-30.346221658192295,negative,insomnia
Alpha,-11.092349844257178,1.7139588440315165,-18.862909598928553,negative,anxiety
Alpha,-20.53992755780294,-12.790418150794657,-21.60251184801423,negative,insomnia
Beta,-35.776247384498085,-21.777068002747022,-36.363267410926255,negative,insomnia
Beta,-31.48168279640563,-30.212325592633565,-35.052027743072784,negative,insomnia
Alpha,-3.2545795186972555,8.042818952922568,-21.263716294071315,negative,depression
Beta,44.420098363274974,54.38796947947969,25.37954919765285,positive,stress
Theta,21.863454826087988,41.75039003711336,19.593322307054958,positive,neutral
Delta,12.204089506878134,15.073563704272582,9.037110875665416,positive,anxiety
Delta,-10.760674335032341,-2.25974339948581,-17.281846186460946,negative,depression
Delta,-41.33138020769841,-33.35995466306092,-49.9324560026588,negative,stress
Gamma,40.73662031607397,44.90420065101012,25.443205438816484,positive,depression
Alpha,-4.402631428137823,0.9343440450323897,-21.37401391094953,negative,neutral
Alpha,-43.24599201776949,-28.20154129681925,-54.838551277223566,negative,neutral
Beta,34.88120515504882,50.241513316263266,26.027384309555643,positive,anxiety
Alpha,-40.920144752099596,-24.472914272068426,-46.31069059045402,negative,depression
Delta,-39.62416102612744,-32.467350531653786,-51.75257742004006,negative,stress
Gamma,25.246360976216266,34.00753132125874,24.566854427730394,positive,depression
Beta,-9.157509170679667,-8.534176132683843,-20.422716016249247,negative,insomnia
Beta,28.75000869211695,48.47054796024197,27.860195004208624,positive,neutral
Alpha,-49.89192532412855,-33.030216376607584,-50.52071469308263,negative,anxiety
Theta,-26.37102762766611,-7.3575075653993665,-32.50410266513748,negative,anxiety
Delta,-37.163248642282674,-17.54773031970094,-55.438956457698,negative,insomnia
Theta,45.29008244659062,46.02487573612429,36.21567921890405,positive,neutral
Delta,15.68237960908742,21.688400067887315,8.598142261620447,positive,stress
Alpha,12.744471293825733,30.85511408270256,-0.6361752537010457,positive,anxiety
Theta,39.25877850391815,57.69924149195893,28.232144542550884,positive,depression
Alpha,3.509393328115941,5.437824999834186,-12.054566540714417,positive,insomnia
Theta,19.295416748783893,19.86694579606988,11.362863291640226,positive,anxiety
Gamma,40.62548018006079,55.239387821755514,25.13287747094271,positive,anxiety
Beta,42.14870720642874,61.63762636658667,24.62106167967378,positive,neutral
Beta,-43.985168492436145,-34.069916451346884,-59.520988664396526,negative,anxiety
Delta,27.462640643344145,35.180460370912996,18.208945555907118,positive,depression
Gamma,-17.88423299424712,2.0215623512769447,-28.42395241087631,negative,stress
Alpha,10.06094350527301,21.254468196012258,-8.493107297239227,positive,anxiety
Theta,-41.81141533729081,-27.108059048035894,-58.30487983129281,negative,depression
Theta,1.3012653561732677,16.614062167589182,1.128652574241623,positive,neutral
Beta,-17.638033211508265,-10.243012177053275,-32.15815628244911,negative,neutral
Theta,-38.76220337063093,-20.523422737699732,-46.31650353684345,negative,neutral
Theta,-8.916698056529818,2.141977348466007,-11.687496266452891,negative,anxiety
Beta,19.903148365580023,32.21502620407133,5.438878003514356,positive,neutral
Theta,-22.699204654210583,-20.20263315238807,-32.43723643963228,negative,insomnia
Theta,41.769520330889094,51.19796601084827,36.188718361731425,positive,stress
Delta,11.824001106849849,15.5747444477475,8.132901694060864,positive,depression
Delta,34.47822724314058,37.93321681677786,27.551138031281717,positive,depression
Delta,-12.548295171523684,4.362856392267773,-23.607235974060565,negative,stress
Beta,-45.93862467303768,-27.284029333443424,-55.51574023390002,negative,neutral
Alpha,-8.914466042135963,3.380791117084449,-21.79392618646756,negative,anxiety
Delta,-30.576495736277785,-27.330375388980677,-38.203690223851,negative,insomnia
Delta,-28.485346132629253,-15.665083323317052,-40.442340928726175,negative,neutral
Alpha,6.217876524924414,9.695787389719467,-5.0202857008813915,positive,anxiety
Gamma,3.052824248168328,18.326981390929824,2.0498776031144463,positive,depression
Theta,15.814975633688817,30.852085276951946,-0.3271880571948209,positive,depression
Delta,-0.7781877789859593,7.255798235456805,-2.6239158886488934,negative,anxiety
Alpha,-13.33245822828902,-1.8361055373749657,-30.400723330274694,negative,anxiety
Delta,-22.47191817800287,-7.922786164273152,-41.71518631889903,negative,anxiety
Gamma,-7.952769383393807,-6.569675244380573,-20.489882099120504,negative,anxiety
Alpha,37.8878925751618,49.06439507441956,20.309552878156868,positive,stress
Alpha,-0.8664509000628868,0.4684929337310155,-3.3669797249630524,negative,insomnia
Gamma,-27.133737825423477,-19.155675081029806,-34.95320834850821,negative,neutral
Gamma,17.817391275168987,27.57505743249068,5.01144479728028,positive,neutral
Gamma,-34.187454337056664,-17.322795581335697,-41.84139787529803,negative,anxiety
Delta,13.062941250783865,15.66759989227282,0.15772361788716438,positive,anxiety
Alpha,15.514206630630326,33.15967504897381,5.694824582104269,positive,anxiety
Theta,5.295650776197768,8.572732776825386,-4.257413998488845,positive,neutral
Gamma,-2.1891515886371593,9.580470487417,-6.441432482151301,negative,anxiety
Beta,-31.556402602515654,-18.92666476929343,-40.622358553597465,negative,anxiety
Theta,44.727983024289216,60.79827097112003,26.557938122723602,positive,depression
Alpha,8.25271700038136,17.889499537708453,-3.122685414353233,positive,insomnia
Gamma,13.911214678514703,16.16336054066338,12.856297777748061,positive,neutral
Delta,-31.341336619368086,-19.77696146503969,-40.92509786709607,negative,anxiety
Delta,-34.72889484833166,-26.67840086904251,-54.027445847201285,negative,neutral
Delta,26.50575052459277,31.916461146662378,10.665922901716273,positive,insomnia
Gamma,2.0226738812108778,12.792201156624987,-7.675401724836069,positive,stress
Alpha,4.011992240757209,6.410317004117669,-7.642589490564712,positive,stress
Gamma,6.410512200620431,13.281753716456254,6.046785053470949,positive,depression
Theta,41.54477698614011,45.929505204023314,31.506073401616565,positive,stress
Gamma,-23.126206642259696,-11.733564394246503,-34.813462493676305,negative,stress
Delta,-22.035328925259268,-7.802956175582501,-29.178462412239092,negative,insomnia
Alpha,-25.62242576390249,-24.828951821055313,-44.68690695965241,negative,neutral
Beta,-27.376034028492057,-16.445581614682286,-36.07968017635262,negative,neutral
Theta,-0.6649459181825108,7.910776174429664,-12.401755941960147,negative,depression
Alpha,-14.210121424076569,-12.480453528305903,-23.11249994740432,negative,depression
Delta,-37.240502996730974,-18.582986462361408,-57.00136828290988,negative,anxiety
Theta,-9.92978054167525,-2.7501806294068327,-24.673168921905898,negative,stress
Beta,32.911962866364476,49.58693877902478,22.13589076374322,positive,depression
Delta,-49.460662300463945,-45.04418736550611,-60.171431975788735,negative,neutral
Delta,-21.47249988254154,-20.010769619417484,-30.68187639425399,negative,anxiety
Beta,-49.73484112418893,-48.77444561987645,-59.17151395166513,negative,stress
Delta,-15.864280926328192,-7.699826792846451,-31.690577780267883,negative,insomnia
Delta,-6.814634644413253,7.6234248418746,-20.667426208675188,negative,neutral
Gamma,30.27936263301146,42.09783844934992,13.945615621836183,positive,stress
Gamma,34.79471692977718,45.25671017666388,31.817051165230332,positive,stress
Delta,-6.010445975200753,-0.7478228897792505,-22.91775072159085,negative,neutral
Beta,-29.167048202161883,-21.998042145951143,-42.833085790665365,negative,stress
Alpha,-5.439343272299126,13.3450450368317,-12.920386848650963,negative,neutral
Beta,-7.898266709507972,-0.8672161835339907,-11.878264335858297,negative,depression
Beta,-28.778551608199475,-27.957101470021215,-45.08894948191891,negative,depression
Alpha,-6.171151333039518,1.682114884738974,-14.47196457412231,negative,depression
Alpha,-11.757186273934515,4.166201363380273,-17.151157895383754,negative,insomnia
Delta,10.472179458769872,22.419329849122658,0.4107986542247417,positive,stress
Delta,-28.49286149216509,-19.576182340916578,-46.698409216822384,negative,anxiety
Alpha,-46.635037041190216,-46.30117288209585,-64.86716297090496,negative,depression
Beta,1.4028457550661386,7.70239873419191,-2.2400662634709825,positive,insomnia
Alpha,-38.37965752689281,-33.66054854531401,-53.42661733703981,negative,anxiety
Alpha,4.802391853764391,15.410915356708134,0.4452080388759896,positive,neutral
Theta,5.522344024743354,8.775369940221662,-11.258903307505683,positive,depression
Alpha,-46.35071517811584,-41.46950478341418,-55.56965515508077,negative,stress
Delta,10.38456096444775,13.990678281023122,2.3528525513852596,positive,depression
Gamma,13.532410620716817,33.024641553974035,-5.601935727290922,positive,neutral
Gamma,-7.348354890885076,12.295642591139487,-18.839794493570604,negative,insomnia
Gamma,41.17032381461627,58.52681763896086,30.422624457129075,positive,anxiety
Gamma,13.862456442615546,22.12722830929414,-2.6064275281224383,positive,insomnia
Delta,4.798996575683944,13.785025402315128,-2.432466034808808,positive,anxiety
Delta,42.57810240847144,51.740942402877344,36.98226871830791,positive,neutral
Gamma,32.20398463517567,36.964914080168235,13.628447651589887,positive,stress
Theta,34.15285835150448,40.51935134181039,23.759988081544293,positive,insomnia
Alpha,-43.3579802137697,-27.58817834981587,-62.33379438383672,negative,insomnia
Gamma,24.290869967634706,35.73816097354806,21.263494756911456,positive,stress
Beta,8.411839662375634,16.14626328989167,-1.1374537032667398,positive,anxiety
Theta,34.13423866996095,36.48847958949021,15.042348906104486,positive,insomnia
Delta,47.765256782486816,50.90190139380208,32.24540680388586,positive,anxiety
Gamma,28.905134990008506,38.078976351369406,8.927164525582736,positive,depression
Delta,11.906829610791029,21.063330308382742,0.15376494705692423,positive,insomnia
Beta,-16.79844265568515,-13.667034011296625,-27.758891074104785,negative,neutral
Alpha,-36.45996048031665,-33.80154756392735,-50.2392756272489,negative,stress
Gamma,-44.03318646981731,-25.11758203603288,-49.75203366487659,negative,neutral
Gamma,22.71115970515146,33.56212896878853,19.3601472979594,positive,anxiety
Beta,-35.09688847696302,-26.81476392255982,-52.195459156721306,negative,insomnia
Gamma,-5.599397730317655,10.388755467727888,-22.745643231866058,negative,stress
Beta,34.593090859301284,53.76914786932461,26.319967864816757,positive,depression
Gamma,-13.370451354711768,3.205613236041337,-13.450847693631342,negative,stress
Alpha,-9.04674238001715,-3.794965804519011,-22.34595992884578,negative,stress
Beta,41.94509276292612,56.64959513871277,24.245428566288602,positive,depression
Gamma,16.798824523794067,30.684650616779393,8.587256793379144,positive,anxiety
Theta,42.148339567826824,48.883722376725075,36.947210234608484,positive,neutral
Delta,11.251737056123787,14.261861704167002,-7.241363162952876,positive,anxiety
Alpha,10.165506167263906,20.303987336026083,1.4440333161062,positive,stress
Beta,47.036912349470356,61.22452069278761,32.25705824285298,positive,stress
Alpha,-14.757764700404564,4.30220704938667,-31.79623892568432,negative,stress
Beta,-8.988187531965622,-8.106402234714883,-11.634924272261804,negative,depression
Theta,47.20195725784045,63.99308844385219,28.120389078246998,positive,depression
Alpha,-12.75162513541489,-12.205182665533798,-19.7442326892291,negative,stress
Alpha,13.059367899196928,22.78885471669862,10.452626904265554,positive,depression
Delta,9.068526440238259,22.272954794721517,-5.484838281515307,positive,anxiety
Gamma,-16.319297594354374,-7.369615774102215,-30.898811209752004,negative,depression
Theta,13.352922517952614,13.691564359490721,7.148309919964358,positive,neutral
Alpha,29.524910811083345,45.79256264115768,24.824616901001377,positive,insomnia
Alpha,-40.20312049998049,-36.24139600852357,-45.44169524809318,negative,neutral
Theta,-8.055555852644382,6.599490729609871,-23.897813961176322,negative,anxiety
Theta,38.78582157954436,47.98802836636409,29.424949077571014,positive,insomnia
Theta,-30.23151871954465,-29.595093284968637,-30.94038326324204,negative,stress
Beta,5.713071370468434,7.769609930598337,-10.575363232216048,positive,depression
Beta,-43.69257713610843,-32.51637420568828,-56.98140613400412,negative,anxiety
Gamma,-11.904753351713367,-2.246605780917859,-30.016815272330042,negative,neutral
Beta,28.771206836556615,43.157168580183836,13.639455467681039,positive,depression
Delta,-1.8934953958442335,8.664301771405656,-13.659161600024582,negative,insomnia
Delta,-37.02722273626631,-23.55229719785816,-47.70947998830536,negative,insomnia
Beta,-12.039668207196605,2.2566422008205382,-16.523814435212913,negative,stress
Delta,-1.006922307905512,6.175966988702598,-15.535119442522017,negative,depression
Delta,-25.128438996187075,-16.851157771422763,-38.276028499971375,negative,depression
Gamma,-11.545744465036577,-5.192932840682905,-16.57319189097681,negative,insomnia
Theta,13.107208516876291,28.904444880893138,-4.624262231672816,positive,insomnia
Delta,2.735169670160019,10.68774041513336,-5.997457026908471,positive,anxiety
Beta,-18.08836167157115,-4.348141666862716,-18.968925813736387,negative,neutral
Gamma,17.197628693192186,33.06876745462628,3.1996982903604128,positive,stress
Beta,19.456121628258146,33.77816872458524,18.486263455088096,positive,stress
Beta,-36.07073128203868,-33.094733953888394,-53.95101555444069,negative,neutral
Alpha,-17.39126652883818,-5.41119551992246,-35.45756467081884,negative,neutral
Theta,22.871012687046417,28.593132665152666,4.963223245855222,positive,anxiety
Beta,16.60432933029675,30.77801033132363,5.696100587577108,positive,depression
Theta,17.025608859303404,35.10639932258152,16.998375027965537,positive,neutral
Theta,44.52122548957327,52.879312778699926,36.01062414788078,positive,anxiety
Alpha,28.29306627676253,39.30297652942721,22.693310410906726,positive,stress
Delta,23.52899602433638,27.13814162856786,20.440686791307815,positive,stress
Theta,-10.298086050947532,-1.463628111690781,-23.812842637975617,negative,anxiety
Beta,-8.435730308714149,-4.8934989917669895,-9.645831035063843,negative,depression
Theta,-1.017283427660523,5.214460487045324,-19.001384639846357,negative,depression
Theta,20.431965658065764,24.819040427112977,12.655772839459024,positive,neutral
Gamma,-39.73260856830145,-34.880327044454376,-52.43330222405863,negative,neutral
Delta,20.01626198772898,28.149168324196285,14.970754878706677,positive,depression
Theta,15.654626795511732,29.732125697930464,13.58667672371269,positive,anxiety
Beta,20.16339389969818,24.547150358910773,3.9568069083132933,positive,insomnia
Beta,-19.19923892356611,-16.403241768020486,-26.806939607583228,negative,insomnia
Beta,8.592991537132711,17.591628253361055,-8.455155768895697,positive,anxiety
Alpha,-1.8707807022933167,6.866228481096655,-9.193379432111769,negative,stress
Gamma,36.72340986938471,52.85163429401523,28.607135743662994,positive,anxiety
Delta,49.507899288914345,61.80357080166466,44.93189723030691,positive,anxiety
Theta,38.40154112752742,44.69290751675112,23.807617939454495,positive,anxiety
Theta,10.396785137634787,13.865642310434335,2.6917711117018452,positive,neutral
Beta,-27.674322039735465,-8.140594507110311,-39.470230043510064,negative,depression
Gamma,32.3753784674396,35.4634267909099,21.442066029449226,positive,neutral
Beta,10.10458607622364,19.47745986658076,-1.163931585663434,positive,stress
Alpha,-3.297356340125681,4.4900328761266355,-19.410889363432393,negative,anxiety
Alpha,8.741865312593966,23.15645627397301,6.536156397122157,positive,depression
Alpha,34.784192319621894,38.2382270662622,26.220060043093966,positive,insomnia
Beta,13.653659892741452,31.87347941138242,-3.6109947958974296,positive,insomnia
Theta,-13.900175879084529,2.6290779377217675,-18.67066587209981,negative,anxiety
Alpha,45.889675829726116,55.429376568794154,28.11495672347219,positive,depression
Alpha,12.76088556180558,21.41315876295917,10.702707561595409,positive,insomnia
Delta,-23.517572944951926,-11.510030086411502,-26.70584440258891,negative,insomnia
Delta,1.7275997568260237,3.439657085669907,-6.352037157711365,positive,neutral
Beta,37.81619607879628,52.023632256449446,23.22247646819006,positive,neutral
Alpha,35.20810227504397,52.85290961234508,18.510023418065874,positive,neutral
Theta,39.86965695658225,44.822636497711514,23.671641455720078,positive,stress
Alpha,36.885836640137796,50.34328239081652,26.653823410997457,positive,neutral
Gamma,-29.179885640190705,-10.164676294858708,-31.03824990487785,negative,neutral
Theta,-36.95623500712433,-34.81495132408263,-43.576579818929716,negative,neutral
Theta,16.956049762353658,17.608302723956648,5.794338353875867,positive,anxiety
Alpha,38.77295920656144,44.59313299953452,19.791187056634236,positive,anxiety
Theta,8.200123584891763,9.662948453225598,-6.605701414759611,positive,neutral
Delta,37.84833221730055,50.67289694184543,37.52407974882056,positive,anxiety
Delta,-11.74236964222365,-2.939566327259305,-28.8390714868131,negative,anxiety
Alpha,1.0222255292374527,12.610347252574531,-3.8595221425270427,positive,stress
Theta,31.38424535182145,49.044258671658184,30.973968125340487,positive,depression
Theta,31.595176996647893,48.81808322410799,26.834951607586248,positive,anxiety
Theta,19.46230898158717,23.041910162759205,9.083629920241638,positive,neutral
Gamma,14.368770390237358,21.993445972583473,1.5783608789232364,positive,stress
Beta,-17.976682456251034,-14.632380310967797,-18.196312910115136,negative,anxiety
Delta,-43.927528698699824,-37.29465529498724,-45.374561953895665,negative,depression
Gamma,-25.81658238289304,-12.035692359263084,-39.326673225194675,negative,anxiety
Theta,-49.22024322931852,-35.2262654494866,-58.92334658614382,negative,neutral
Alpha,0.10954415413824137,16.993284849404546,-1.489764814604504,positive,neutral
Theta,49.27450319369531,65.82688675063915,32.77645787542593,positive,anxiety
Beta,40.497051049841104,58.76802152690229,30.36884707477359,positive,insomnia
Delta,-10.259678962506726,3.7032790814060625,-20.53681542064784,negative,insomnia
Theta,-42.05283024970612,-28.788301394627176,-51.38733748615837,negative,depression
Gamma,24.84026890630595,28.40914823034754,9.560511015446826,positive,insomnia
Alpha,11.61420534870313,12.74971803457044,3.401590628311075,positive,depression
Alpha,35.437081616457036,55.01911529192484,25.486837938724143,positive,insomnia
Delta,-26.138023729272064,-23.220210779484496,-42.135431114611976,negative,anxiety
Theta,-37.0307578715818,-25.399423102866017,-55.339028873222546,negative,anxiety
Beta,15.441422848323555,21.515868513446513,13.91654848959189,positive,insomnia
Alpha,-5.030812209790092,7.244758680401496,-12.930049074601458,negative,depression
Beta,-8.634855694138267,0.07688374127900488,-17.259002725579755,negative,stress
Beta,-25.025505765416366,-19.566219475685084,-38.99148765063161,negative,anxiety
Delta,42.748851983235184,47.9316509825677,30.01682110399404,positive,stress
Gamma,-17.32195525085902,-11.528662624831785,-29.706357521225275,negative,insomnia
Theta,7.583139619572556,26.883613883201566,1.0428891917633027,positive,neutral
Beta,-18.23930907719804,-10.774393443218903,-35.06710271544418,negative,anxiety
Delta,-31.480995117373457,-27.945947899871616,-35.98460954220303,negative,depression
Theta,-17.655792863784384,-6.574749081963407,-26.46339447511866,negative,depression
Gamma,-37.61306568498096,-33.840869035795414,-41.46620212212385,negative,neutral
Alpha,19.478053289165018,35.10854870885378,4.232825923386823,positive,neutral
Theta,12.253428990061742,29.775875865792976,5.632638379272159,positive,stress
Theta,24.683087626588545,40.297525813568356,10.74932986962808,positive,anxiety
Gamma,-43.385388621782184,-28.84642092616375,-61.796389165868064,negative,neutral
Theta,-41.79294596026476,-31.66969084594881,-54.12104063119028,negative,depression
Delta,-14.238635196959514,-4.415885310830639,-16.197605367287753,negative,depression
Gamma,8.758991459463672,14.165607163960807,1.1490262766363433,positive,neutral
Alpha,-10.557765630155316,-3.918708964230089,-12.622008206740905,negative,depression
Theta,-0.9999643723503127,16.92769223005483,-7.960289716400448,negative,anxiety
Alpha,-7.864306471804738,6.551093177906695,-8.19638152651895,negative,depression
Alpha,1.6957832353422049,16.424179056083197,-9.253310441418147,positive,stress
Alpha,33.587218593634205,37.004428644663655,29.83468382725399,positive,insomnia
Beta,39.49954939076798,43.80551284662077,22.269676509367766,positive,depression
Alpha,-39.62858775266406,-24.348225311110617,-45.222568661463626,negative,depression
Gamma,-9.40916144074567,9.128438860730718,-15.025420826692958,negative,depression
Gamma,0.6570518932280649,16.242284619716983,-16.42415425843973,positive,neutral
Beta,2.86973175690639,22.320743505713757,-8.727289769264829,positive,insomnia
Beta,21.106969942755583,25.728698723187122,16.448348121776704,positive,neutral
Gamma,-9.620555258603481,3.705562894263629,-19.62663069545104,negative,anxiety
Delta,48.1818813346496,66.09151785522917,41.145138570694826,positive,stress
Theta,-13.543016975619125,-6.184078454561877,-23.122635051367983,negative,depression
Delta,-38.5143057060489,-18.568563933364132,-44.06003665352937,negative,anxiety
Gamma,11.879948781478078,31.76068254770666,0.5598353849980615,positive,depression
Beta,2.345448315635622,9.045939656760215,-10.018858729530264,positive,depression
Alpha,37.35581384116533,56.975279177395365,22.030827020569618,positive,stress
Beta,26.93778353242547,37.55651069953754,17.48827266357435,positive,stress
Delta,19.481663977268354,28.96288860085813,7.19068434354215,positive,depression
Beta,8.602218138889228,18.90609135920982,-9.597708387110519,positive,anxiety
Alpha,14.516364843410386,32.86877795273726,5.6116636879215545,positive,depression
Theta,-1.8229178872590666,5.1288587449973395,-6.736988846128375,negative,stress
Theta,-49.6117793048503,-45.383362056585526,-63.1089117994903,negative,stress
