wave_type,mean,max,min,sign,disorder,danger_level,recommended_measure
Alpha,38.059161415586885,44.80117079354146,18.818510060535,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,24.417146364424895,37.219744284284054,5.718903720832156,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-4.4594163014799335,11.68854320033525,-9.710044381917044,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,28.933704057996735,46.51913487870547,23.676602935789884,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,1.9957361786469434,21.032728186183547,-2.2744562330901115,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,-16.695814839927372,-16.118169045058593,-19.559217774172357,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,-28.390560997179914,-23.182098602533415,-36.736197011867326,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,24.84014262841056,27.844871212781886,22.670387795634863,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,-49.66585472203933,-36.84300546928773,-55.660472233485045,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-40.87820761665899,-30.021591067106712,-49.723736493742884,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-39.33982374634203,-27.173628849836284,-50.59309558315694,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,-15.934830037486556,1.879999260619666,-34.143541110449476,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,-3.4467330204848707,10.64531145727722,-5.1534816895322955,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,-46.73856913603222,-29.854581505683544,-55.164199051686325,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,19.765841695991753,23.716778472774564,12.783131795434041,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,8.392450487357237,20.657811848337076,-11.352908993860979,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,-45.67664533417944,-29.45513152703858,-51.85800672673976,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-14.842692871787335,-3.9486970377999207,-21.260208013505526,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,28.535393149217853,30.083953500291948,27.257913188017053,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,11.47555157213904,11.75867633457837,-6.842323449030104,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,-49.57952365734432,-44.16439266788132,-58.87723621209606,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,17.365196054576003,22.262696778321523,4.428457965037202,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,40.65094400224815,44.32038123738293,27.985661018076897,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,16.355563578584437,25.561858327910407,0.301136300077399,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,46.07367206302061,52.29093702913601,28.72090450603947,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,23.978908128698933,35.66455327020775,20.40281313383247,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,7.536101888222788,25.37426880002918,-7.377372905153477,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,47.64754622978313,57.10013594829045,35.83543942978045,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,7.706018693203454,13.129821818842888,-10.150065937110831,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,5.607808397975688,10.770117853532497,-7.83331940582007,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,31.71360888902855,37.7180898786459,17.2441330442622,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,9.930450438225058,22.638636206293917,-5.493862175137904,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,4.181982697164379,7.905266867256673,-4.851887307449264,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,-5.235478033207578,8.303537920403878,-5.605420237286912,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,-5.962773222810277,10.28970130552883,-18.5317595708122,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,4.078433353627005,11.49818228585601,2.7347309432973064,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,-7.931890732750404,11.152981008385193,-27.384132714039787,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,26.001465637867526,35.25389450044477,24.34375470339348,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,37.10896289522982,44.204382890322556,18.252172263086283,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,3.086440278494443,21.280793134162565,-6.411122357431548,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,44.04435649941979,59.96259012597463,43.35693591308722,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-30.449965138156664,-17.81387435323003,-47.00697665852923,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,24.86476197833099,25.24233135147685,20.231413127395165,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,29.25560119998066,40.70067508208271,11.874554404499634,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-48.44015998618707,-31.701011018288405,-59.897459231284586,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,44.2063512249707,44.301286674339075,24.593523585076,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-46.3457910656856,-39.39562379275372,-62.04221522674817,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-43.69090185986909,-41.556576587189,-54.71561335887659,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-44.39968671652981,-36.90449361266811,-63.44310603973035,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,37.08417365407972,56.70572606210489,34.485420147714635,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-45.91348992089793,-35.73149546011903,-49.02357704806479,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,27.024886435938228,46.02329988502902,10.067342084757492,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,0.5462617643891079,19.52573570019036,-8.448264984332184,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,31.780246289701722,50.406023418176424,11.865083321962938,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,-28.08313229401471,-17.312877839733723,-43.47926315589839,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-32.47881996790902,-29.5727229672953,-36.67329929870721,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,23.52649812741913,34.40488658056769,10.483538611339236,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-2.7239085952871633,2.2639157007932447,-11.185783319935252,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,-39.266442887367326,-34.581620578253116,-54.175264099670045,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,3.5949802962581217,4.616625882707774,-8.656735531304435,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,-16.61115790740203,0.809260401625032,-26.223208499491722,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,28.316915146871366,42.25239629485217,10.567428422775993,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,35.88553729972995,44.79604133832495,19.62382959493311,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-39.48154983015692,-27.538066053473568,-55.012257178915995,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-11.121197997752184,-10.122607088793812,-30.39401564430993,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,-7.976218929874037,11.232040357004628,-17.40034386189126,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,-7.7515584016629475,1.2298904487618962,-21.62526624496889,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,-12.563815361541828,-6.774238101162874,-17.914399262711935,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,12.095150794504093,17.632993280919344,-4.499288488108029,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,40.75089376709306,51.29678567245067,30.250380514826226,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-20.233618774513584,-7.955994867138386,-27.433326567856852,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,-37.32829454475419,-20.391968029911133,-45.577639470645835,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,-26.011253860396224,-6.735615880499424,-36.81284898625402,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-13.528869409386836,-7.963311957560377,-22.339388907624038,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,48.36200869113307,60.280371840954146,36.23831986488785,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,27.157340116919883,28.126704799163633,20.28337709638562,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-44.6548359226945,-41.28304899624114,-52.75679533654786,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,47.671582822495566,67.61384646068723,45.343352072074914,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,26.35646225060448,39.12978275044685,10.698746714904676,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,35.68439749986311,41.037268881024424,30.36955359163109,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,20.319622278912192,31.90439392301687,10.164645324368335,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-0.3049726016920786,13.626063456552368,-13.557051326436815,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,34.57561084562944,44.92808466802771,26.7949244234686,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,1.5512283545733396,14.492222018652893,-15.13410473409029,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,38.73784208194047,43.199069856357596,35.737737951249166,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,35.15029919994389,41.53580617298342,21.428349206992202,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-28.055480916837816,-10.779762652992826,-42.58790128877979,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,48.2636709798967,67.189512241454,43.33100726066303,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-37.90676076563556,-34.72626806484114,-44.43552754287173,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,18.635316749359276,33.631432873241785,-0.11720677733426044,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,-41.086383362660726,-25.903965038021617,-54.51783279439633,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,26.968689767613157,30.3064202805972,19.992184318908713,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,18.014650685289396,20.15611433645011,-0.21258253077019162,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,-33.35009426357604,-25.030334481813753,-41.59311830352366,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-21.476207414461378,-13.620924530427377,-31.716053776405154,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,39.14785813833535,50.0953382990039,22.22197971259118,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,39.21111811344986,41.74017929574434,27.079782565484507,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,-20.000063095568322,-6.285970108095928,-39.06819517874849,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-35.01595234626209,-30.72011796759128,-52.478145548990284,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,19.477808407269464,26.601925618439857,2.3461252305294735,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,32.671953500272494,43.53615928719741,13.235440939688655,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-40.91744814218484,-31.83874400707057,-57.36605970257682,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,8.37811493009324,12.193876396813115,-9.513326105401564,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,45.83549188247822,51.87540498016513,44.20343725289595,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-33.26849974329205,-22.045877792303838,-41.25947614110532,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,18.425663084982503,29.54552686950103,7.577858819503648,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,-10.293708697645812,-2.6732046185973006,-14.644184455865275,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,48.26484214224742,51.88773079123243,44.6659539653532,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,12.11922439407708,19.82868585207332,-1.9557660728811026,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,-19.958587669407546,-0.8905886556305553,-26.69748465694699,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,-17.08245446580561,-13.064733815008484,-25.087147858720176,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,-4.796687193996853,-3.3941625794041643,-22.963517954814435,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,-37.29181235519798,-28.07283437308919,-51.78597638822428,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,19.2134885565888,30.490266139937322,15.57969027027828,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,42.66077135207361,45.14855844638332,24.199987342831367,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,18.661385324627517,28.15954421593434,2.2957770207437243,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,40.962627628457085,50.75480847209094,37.81740395382021,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-6.824979414060792,2.4882888979620574,-22.216061245240674,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,23.9490221653694,29.67815059272676,18.256028241089794,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-22.76032740590368,-7.431197486248456,-34.263323669910406,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-24.193668608810192,-23.206873451875328,-42.94298794980919,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,12.413977485249596,30.985126978307147,12.063332947755324,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,-21.825531470842108,-16.23049160129618,-29.933578211222567,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,33.585421073133816,42.7262657470833,23.939046789385834,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,47.57253167482125,66.34171925871982,33.542539402933485,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,23.886095086601628,25.51475035151635,5.887728300676521,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-30.704998957626948,-14.889882433753495,-37.796137641285114,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,23.665621407827345,36.08116778548177,7.714100797524058,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,6.270521598452831,10.883625753164559,4.5084530682801045,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,-37.48148807444397,-19.978265997903822,-49.108524395401105,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,42.4532069362465,50.49766643767968,41.53373276568831,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,13.39366754717225,18.333797957129036,11.086080606745789,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,-46.095235328839436,-44.71042614603289,-46.806197833108044,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,29.939807469886233,43.83733818218507,18.2341086154049,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-30.8875602170276,-12.925637045038805,-48.26673285450626,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,43.5744695923091,55.99043312085608,41.22953692112156,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,48.37071182597738,57.00644772020496,41.237163844478445,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-24.040508221732726,-4.201285771732138,-29.186105703244372,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,14.295341240910702,17.942992415274933,2.1085943168115797,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,3.558568721327781,7.5775149373638335,-9.165008792116632,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,21.73311081803581,36.39208950588289,2.477052385613316,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-29.67229033751414,-28.46373808650776,-34.63247572987219,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-32.07629730933552,-27.52375426514225,-34.71256371775798,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-20.62089529297264,-16.708314491728277,-39.97680152940494,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-38.34318150345206,-36.84105098444851,-48.16730864567372,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,17.578299874065422,32.25336070959848,14.345857415160395,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,-0.7236967557285681,6.757426219343879,-9.723348807505008,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,-49.24187583235855,-48.9089047432149,-52.49218848612195,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,16.103149596424743,25.67607044361384,10.773008481820392,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,16.782379769800286,30.62124760583266,4.778265961767328,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,-27.791375640204542,-15.827439092080079,-36.92961574529955,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-3.3678190398667383,12.149307203466245,-7.604501773698463,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,-45.23661381928199,-36.7039528988156,-50.62966317278901,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,44.764274505624854,45.69352806213525,38.004115646882546,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,39.019649711208544,42.46875425575679,37.12432393901707,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-28.898783323042785,-20.755742577607464,-40.62196920822534,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-47.40141645476788,-45.56718918745233,-63.06876593795039,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-32.37482908152242,-15.235303650063923,-38.06052504157045,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,-13.831849452556156,-1.1382303690858784,-22.564693387822203,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,9.967317205101153,24.90466163826287,-6.434698921422086,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,5.0991211749816685,7.33065056639657,-1.8292552250118037,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,22.214802517507735,32.909449001879715,20.860063943563947,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-19.050240249048212,-13.390025201000435,-23.495630945676243,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,24.268717019874998,31.624501483174353,10.54276935699114,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-15.999922253575072,-12.24862093646636,-18.685410621385408,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,-1.8466679777890747,5.282109874721895,-21.56095618044129,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,23.04889778186721,29.63695872125996,9.968999848476438,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,30.16055998850831,36.025510582947916,27.234264733315612,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-16.541897207174017,-3.296636006826242,-29.212335541163835,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,-19.262124218054833,-15.085819753977056,-35.76295630619778,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,-30.390786307076777,-12.622727395036904,-45.06278572776647,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-13.272363217221198,3.3015335393918903,-17.65121255726457,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,10.85385743857249,23.7163398387008,2.725414343238736,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,24.220473053340726,26.26099133171094,23.179649938568023,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-5.271662309343206,-4.725567926269809,-16.74164140677121,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,-21.613989301040416,-15.371597952199242,-22.72982074974793,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,9.53959346808172,27.910366822046036,6.271435327168419,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,47.94410295856295,65.42199774052867,29.068542031754415,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-28.137049393711287,-9.93375080677442,-36.15979693728889,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-22.20254598715571,-12.848191084592717,-35.50459641509174,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,40.236527429845836,53.68999713730521,36.14108559035517,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,11.748023162596787,20.730826933417454,-3.3776026814965405,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,5.311049369023614,19.874290775413275,-5.201803806173299,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,-26.743570382014436,-21.120590608994906,-28.57899145442407,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-38.72647837437121,-22.646070912295745,-41.36740330763628,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,12.294895352613992,19.454723954525388,3.8725919222252028,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,30.88402594703615,42.602559331281554,18.034385486062334,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-22.755623927337844,-22.7345419557259,-34.6622130100021,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,40.88378561675631,58.83600005804203,26.77997486973014,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-38.291879875344634,-23.07712608210021,-52.95220321484649,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-29.575372298975488,-18.10358717573213,-42.12998839011303,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,4.782478832014839,21.513735962767306,-14.955198982628982,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,-1.8034513678751622,17.672455260620165,-5.951369075310957,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,-17.781559305100394,-8.732799588307198,-18.16044836219298,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,32.59805914638993,43.06099373199034,19.772247599577025,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,25.59494086098711,40.14431010800751,22.127040914269653,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,39.016268577716076,54.428032556286894,32.024727891328666,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,9.818760896288111,16.308184691050023,6.487742299528833,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,2.5603942700043163,17.16944700696331,-4.093799165042402,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,-23.626198933955077,-16.58094271660152,-24.468041139792785,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-26.23996113538034,-24.013300219391137,-42.33338319700407,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,-14.803256704646962,-11.474690061864845,-28.839473319586062,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,40.97510521191819,48.083823057443276,27.079667363055094,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,-20.352587489394804,-19.87235902745157,-30.390040652973894,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-27.95205156918247,-10.694578430381817,-31.921569540017376,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,48.77693619765286,49.744652621621384,28.852019167240414,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,25.441634473501196,42.08398478661192,11.579176452366486,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-26.40975971739329,-22.64499044701399,-38.97222166217041,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,-6.381678025293716,11.500155047168661,-12.410849702971406,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,-46.495031446639345,-38.02481241360624,-52.08494937458289,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-40.74730010275809,-23.37464635347674,-49.56565665785501,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,41.29306657006953,56.160519711918155,23.098286638959916,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,27.122414302845655,29.34001031013227,24.46252479611664,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-3.728246815721384,7.964346929154674,-14.368558898954554,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,-24.968081354577453,-5.767812559216669,-42.890002314488186,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,-23.85793952445644,-21.379520770182438,-40.54919563201025,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
